Year Collected,Month Collected,Day Collected,Time of Day,Locality,Longitude,Latitude,Notes,Marked Individual,Location ID,Date Encounter Submitted,Has Left Spot Image,Has Right Spot Image
2020,9,5,11:30,Hermosa Artificial Reef,33.853667,-118.413333,,GSB381,Hermosa Artificial Reef,2020-09-08T19:06:45.528,true,false
2020,9,5,11:30,Hermosa Artificial Reef,33.853667,-118.413333,"Both sides were submitted as well as frame grabs from a GoPro.  . Three or four GSB were approximately the maximum within sight at one time.  No courting was observed on any of the submissions from 9/5/2020.  Again, fish were skittish and didn't hang around long.",GSB380,Hermosa Artificial Reef,2020-09-08T18:55:56.056,true,true
2020,9,5,11:30,Hermosa Artificial Reef,33.853667,-118.413333,Both left and right sides were submitted.,GSB375,Hermosa Artificial Reef,2020-09-08T20:13:10.047,true,false
2020,9,4,11:45,Anacapa Island - Cat Rock,34.004546,-119.398734,Additional images and video available if needed.,GSB382,Anacapa Island,2020-09-05T01:24:12.651,true,true
2020,9,4,9:2,Hermosa Artificial Reef,33.853667,-118.413333,"Because this one is at a poor angle for your pattern recognition program, I didn't submit it last year. But we thought you might be able to use it after all.",GSB274,Hermosa Artificial Reef,2020-09-04T22:12:23.107,true,false
2020,9,4,12:0,"Cat Rock, Anacapa Island",34.004546,-119.398734,,GSB382,Anacapa Island,2020-12-30T17:47:49.785,true,false
2020,8,31,9:0,Hermosa Artificial Reef,33.853667,-118.413333,"Both sides were submitted.  Two fish were seen at one time during this encounter, but eight fish were seen at one time in the water column during this dive.",GSB376,Hermosa Artificial Reef,2020-09-01T20:04:15.285,true,true
2020,8,31,9:0,Hermosa Artificial Reef,33.853667,-118.413333,,GSB260,Hermosa Artificial Reef,2020-09-03T04:05:02.300,true,false
2020,8,31,9:0,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted.,GSB375,Hermosa Artificial Reef,2020-09-01T18:17:47.370,true,true
2020,8,31,9:0,Hermosa Artificial Reef,33.853667,-118.413333,,GSB274,Hermosa Artificial Reef,2020-09-03T04:18:07.373,true,false
2020,8,31,9:0,Hermosa Artificial Reef,33.853667,-118.413333,,GSB379,Hermosa Artificial Reef,2020-09-03T04:10:06.737,true,false
2020,8,31,9:0,Hermosa Artificial Reef,33.853667,-118.413333,"Both left and right sides of this fish were submitted.  Maximum number of fish sighted at one time was eight, circling above the site.",GSB279,Hermosa Artificial Reef,2020-09-03T03:46:23.660,true,true
2020,8,31,9:0,Hermosa Artificial Reef,33.853667,-118.413333,This appears to be a repeat sighting of your GSB260.  Both sides were submitted.,GSB260,Hermosa Artificial Reef,2020-09-04T00:00:04.453,true,true
2020,8,23,13:30,Cathedral cove Anacapa,34.0165,-119.3701,,GSB036,Anacapa Island- Cathedral Cove,2020-08-31T23:26:26.904,true,false
2020,8,16,,La Jolla - Marine Room,32.852914,-117.261952,,GSB372,La Jolla- Marine Room,2020-08-16T23:44:13.328,true,true
2020,8,14,7:30,Sea grass area south of the Marine Room - La Jolla Shores,32.852914,-117.261952,,GSB400,La Jolla Shores,2020-11-13T18:25:13.885,true,true
2020,8,2,12:0,Casino point dive park,33.349055,-118.324805,,GSB223,Catalina Island- Casino Point,2020-08-08T15:31:16.411,true,true
2020,6,26,12:45,"100 feet east of NOSC Tower, Off Mission Bay, San Diego",32.7726833,-117.2849444,"From the amount of pigment in the tail, I used the monthly GSB photos on my web site (mikecouffer.smugmug.com - Giant Sea Bass Growth Changes) to come up with an age of about 12 months. That matched Mr. Pierce's report of the estimated size of &quot;6-7 inches long&quot;. I checked the fish's spot pattern against all YOY fish photos submitted to me from La Jolla Shores last season and there were no matches. Look at the distinctive black spot shaped like a black slash on the left side of the fish. I've seen over 700 YOY fish but have never seen a black spot of that shape before! A distinctive and probably permanent mark!",GSB405,San Diego Kelp,2020-06-27,true,true
2020,6,26,13:0,NOSC TOWER,32.78616498674495,-117.2853328,Encounter him roughly 150-200ft east of NOSC Tower dive site,GSB405,San Diego- HMCS Yukon,2020-06-26,true,false
2020,6,19,7:46,Anacapa Island- Northwest Side,34.01696224,-119.4336838,,GSB404,Anacapa Island- Northwest Side,2021-01-09 00:28:39,true,true
2020,6,7,17:15,Catalina island,33.349055,-118.324805,,GSB364,Catalina Island- Casino Point,2020-06-08,true,true
2020,6,7,16:30,Catalina island,33.349055,-118.324805,,GSB362,Catalina Island- Casino Point,2020-06-08,true,true
2020,6,6,,Catalina island,33.349055,-118.324805,,GSB362,Catalina Island- Casino Point,2020-06-08,false,true
2020,6,6,10:14,Catalina Island - Avalon Dive Park,33.349055,-118.324805,3 other GSB in the area,GSB362,Catalina Island- Casino Point,2020-06-12,true,false
2020,6,6,12:1,Catalina Island - Avalon Dive Park,33.349055,-118.324805,4 other GSB sighted in the area,GSB361,Catalina Island- Casino Point,2020-06-12,true,false
2020,6,6,11:38,Catalina Island - Avalon Dive Park,33.349055,-118.324805,4 other GSB sighted in the area,GSB154,Catalina Island- Casino Point,2020-06-12,true,false
2020,6,5,13:23,Anacapa Island- Northeast Side,34.01737581,-119.3604695,,GSB409,Anacapa Island- Northeast Side,2021-01-09 00:28:32,true,false
2020,6,4,14:30,Catalina Island - Avalon Dive Park,33.349055,-118.324805,3 other sea bass seen on this dive,GSB178,Catalina Island- Casino Point,2020-06-06,true,false
2020,5,29,12:32,Anacapa Island- Southwest Side,33.99483,-119.4439753,Caselle Lab MPA monitoring BRUV project,GSB401,Anacapa Island- Southwest Side,2020-12-03 21:48:57,true,true
2020,5,28,,Anacapa Island- Southwest Side,33.99615,-119.4439753,Caselle Lab MPA monitoring BRUV project,GSB391,Anacapa Island- Southwest Side,2020-10-14T19:13:56.613,true,true
2020,5,26,11:38,Catalina Island - Avalon Dive Park,33.349055,-118.324805,,GSB360,Catalina Island- Casino Point,2020-05-28,true,false
2020,5,26,11:40,Catalina Island - Avalon Dive Park,33.349055,-118.324805,there were a total of 4 sea bass within sight during this encounter.,GSB163,Catalina Island- Casino Point,2020-05-28,true,false
2020,5,26,13:0,Catalina Island- Casino Point,33.349055,-118.324805,,GSB358,Catalina Island- Casino Point,2020-05-27,true,false
2020,5,26,13:0,Catalina island,33.349055,-118.324805,,GSB163,Catalina Island- Casino Point,2020-05-27,true,true
2020,5,25,,Catalina Island,33.349055,-118.324805,"For the pictures with two fish, the fish on the left is the one that I got shots of both sides",GSB363,Catalina Island- Casino Point,2020-05-29,true,true
2020,5,25,15:30,Catalina island,33.349055,-118.324805,,GSB363,Catalina Island- Casino Point,2020-05-26,true,true
2020,5,23,14:30,Casino Point Dive Park,33.349055,-118.324805,Saw about a total of 4 GBSB. Saw two on my first dive and two on my last dive.,GSB365,Catalina Island- Casino Point,2020-05-29,true,false
2020,5,16,15:59,Catalina Island - Avalon Dive Park,33.349055,-118.324805,,GSB356,Catalina Island- Casino Point,2020-05-16,true,false
2020,5,15,16:8,Catalina Island - Avalon Dive Park,33.349055,-118.324805,the other side of Lippy. I've accidentally submitted some photos today with the wrong date. All of my submissions on 5/16 are from 5/15. Sorry about the confusion.,GSB365,Catalina Island- Casino Point,2020-05-16,true,false
2020,5,14,15:38,Catalina Island - Avalon Dive Park,33.349055,-118.324805,2 other GSB around,GSB358,Catalina Island- Casino Point,2020-05-15,true,false
2020,5,14,13:18,Catalina Island - Avalon Dive Park,33.349055,-118.324805,,GSB368,Catalina Island- Casino Point,2020-05-15,true,false
2020,5,13,15:45,Catalina Island - Avalon Dive Park,33.349055,-118.324805,Only two GSB on this dive. No activity witnessed other than cleaning by Oxyjulis californica. I have the other side of the last focused on GSB that I'll submit next and I have another video of the first focused on GSB I'll submit after that one. Hope that wasn't too confusing haha.,GSB358,Catalina Island- Casino Point,2020-05-14,true,false
2020,5,9,10:30,Catalina Island - Avalon Dive Park,33.349055,-118.324805,,GSB232,Catalina Island- Casino Point,2020-05-13,true,false
2020,5,6,8:11,Catalina Island - Avalon Dive Park,33.349055,-118.324805,,GSB357,Catalina Island- Casino Point,2020-05-06,true,false
2020,3,29,9:35,Hermosa Beach Artificial Reef,33.853667,-118.413333,Poor visibility and a dead strobe battery gave me pretty bad shots today. The images labled left side and right side are the same fish.,GSB374,Hermosa Artificial Reef,2020-03-29,true,true
2020,3,9,9:35,Hermosa Beach Artificial Reef,33.853667,-118.413333,Only two fish today in very poor visibility,GSB353,Hermosa Artificial Reef,2020-03-10,true,true
2020,1,15,13:20,Hermosa Artificial Reef,33.853667,-118.413333,,GSB288,Hermosa Artificial Reef,2020-01-20,true,false
2020,1,15,13:17,Hermosa Artificial Reef,33.853667,-118.413333,4 GSB were sighted at one time.  . Both left and right sides of the fish were submitted.  . Vis was terrible and there was a pack of marauding sea lions diving around us repeatedly.  GSB didn't want to hang around like usual.,GSB288,Hermosa Artificial Reef,2020-01-20,true,true
2020,1,15,13:57,Hermosa Artificial Reef,33.853667,-118.413333,Both left and right sides of the fish were submitted.,GSB319,Hermosa Artificial Reef,2020-01-20,true,true
2019,12,29,9:16,Hermosa Artificial Reef,33.853667,-118.413333,,HERART028,Hermosa Artificial Reef,2020-01-19,true,false
2019,12,29,9:41,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were sumbitted.,GSB286,Hermosa Artificial Reef,2020-01-16,true,true
2019,12,29,9:38,Hermosa Artificial Reef,33.853667,-118.413333,"7 sighted at one time. This one was sighted previously in November, 2019.  Your ID is GSB 270.",GSB270,Hermosa Artificial Reef,2020-01-16,true,false
2019,12,29,9:55,Hermosa Artificial Reef,33.853667,-118.413333,This is an additional GSB 232 at a better angle.,GSB303,Hermosa Artificial Reef,2020-01-17,true,false
2019,12,29,10:8,Hermosa Artificial Reef,33.853667,-118.413333,,GSB291,Hermosa Artificial Reef,2020-01-17,false,false
2019,12,29,10:13,Hermosa Artificial Reef,33.853667,-118.413333,,GSB309,Hermosa Artificial Reef,2020-01-17,true,false
2019,12,29,9:20,Hermosa Artificial Reef,33.853667,-118.413333,7 were sighted at one time.,GSB260,Hermosa Artificial Reef,2020-01-19,true,false
2019,12,29,,Hermosa Artificial Reef,33.853667,-118.413333,Both sides of the fish were submitted.,GSB285,Hermosa Artificial Reef,2020-01-17,true,true
2019,12,29,10:10,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted.,GSB340,Hermosa Artificial Reef,2020-01-17,true,true
2019,12,29,9:32,Hermosa Artificial Reef,33.853667,-118.413333,,GSB310,Hermosa Artificial Reef,2020-01-19,true,false
2019,12,29,9:53,Hermosa Artificial Reef,33.853667,-118.413333,I'm re-submitting these 2 images of GSB 232 with the correct date. 7 GSB seen at one time. ,GSB303,Hermosa Artificial Reef,2020-01-17,true,false
2019,12,29,9:26,Hermosa Artificial Reef,33.853667,-118.413333,,GSB340,Hermosa Artificial Reef,2020-01-19,true,false
2019,12,29,10:21,Hermosa Artificial Reef,33.853667,-118.413333,Both left and right sides were submitted.,GSB288,Hermosa Artificial Reef,2020-01-17,true,true
2019,12,29,10:4,Hermosa Artificial Reef,33.853667,-118.413333,Both left and right sides were submitted.,HERART025,Hermosa Artificial Reef,2020-01-17,true,false
2019,12,29,10:9,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted.,HERART025,Hermosa Artificial Reef,2020-01-17,false,false
2019,12,29,9:39,Hermosa Artificial Reef,33.853667,-118.413333,7 GSB were sighted at one time.,GSB349,Hermosa Artificial Reef,2020-01-16,true,false
2019,12,29,9:54,Hermosa Artificial Reef,33.853667,-118.413333,,GSB321,Hermosa Artificial Reef,2020-01-19,true,false
2019,12,29,9:16,Hermosa Artificial Reef,33.853667,-118.413333,,GSB323,Hermosa Artificial Reef,2020-01-19,true,false
2019,12,29,9:17,Hermosa Artificial Reef,33.853667,-118.413333,,GSB320,Hermosa Artificial Reef,2020-01-17,true,false
2019,12,29,9:25,Hermosa Artificial Reef,33.853667,-118.413333,,GSB271,Hermosa Artificial Reef,2020-01-19,true,false
2019,12,29,9:44,Hermosa Artificial Reef,33.853667,-118.413333,7 GSB were sighted at one time.,GSB278,Hermosa Artificial Reef,2020-01-17,true,false
2019,12,29,10:16,Hermosa Artificial Reef,33.853667,-118.413333,,HERART027,Hermosa Artificial Reef,2020-01-17,true,false
2019,12,29,10:18,Hermosa Artificial Reef,33.853667,-118.413333,,GSB315,Hermosa Artificial Reef,2020-01-17,true,false
2019,12,29,9:44,Hermosa Artificial Reef,33.853667,-118.413333,7 sighted at one time.. Left and right sides were submitted.,GSB304,Hermosa Artificial Reef,2020-01-16,false,true
2019,12,9,,Anacapa Island- Southwest Side,34.00317,-119.453533,Caselle Lab MPA monitoring BRUV project,GSB343,Anacapa Island- Southwest Side,2020-02-06,true,true
2019,11,19,10:49,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted.We're resubmitting this encounter (left and right sides) because the original submission may have exceeded the file size.,GSB281,Hermosa Artificial Reef,2019-11-28,true,false
2019,11,19,9:55,Hermosa Artificial Reef,33.853667,-118.413333,Four GSB was the maximum number sighted at one time during this encounter.,GSB334,Hermosa Artificial Reef,2020-02-06,true,false
2019,11,19,10:49,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted.,GSB281,Hermosa Artificial Reef,2019-11-28,true,false
2019,11,19,9:47,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted.,GSB311,Hermosa Artificial Reef,2019-11-28,true,true
2019,11,19,9:55,Hermosa Artificial Reef,33.853667,-118.413333,,GSB281,Hermosa Artificial Reef,2019-11-28,true,false
2019,11,19,10:30,Hermosa Artificial Reef,33.853667,-118.413333,,GSB278,Hermosa Artificial Reef,2019-11-28,true,false
2019,11,19,10:11,Hermosa Artificial Reef,33.853667,-118.413333,,GSB270,Hermosa Artificial Reef,2019-11-28,true,true
2019,11,19,10:50,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides of the fish were submitted.,GSB276,Hermosa Artificial Reef,2019-11-28,true,true
2019,11,19,10:24,Hermosa Artificial Reef,33.853667,-118.413333,Here's &quot;Herb&quot; HERART023 again!,HERART023,Hermosa Artificial Reef,2019-11-29,false,true
2019,11,19,10:3,Hermosa Artificial Reef,33.853667,-118.413333,This is the second encounter for this fish.  Left and right sides were uploaded.  . Four GSB were the maximum number within sight.,GSB278,Hermosa Artificial Reef,2019-11-28,false,false
2019,11,19,9:58,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were uploaded.  Four GSB was the max number within sight.,GSB280,Hermosa Artificial Reef,2019-11-28,true,true
2019,11,18,,Santa Rosa Island- Outside Carrington MPA,34.06947,-120.0453295,Caselle Lab MPA monitoring BRUV project,GSB344,Santa Rosa Island- Carrington Point,2020-02-06,true,false
2019,11,17,14:0,Bird Rock,33.45199323008939,-118.48751,"This is the first Giant Sea Bass I ever saw!!  I was SOOO EXCITED!!!. . I saw this Giant Sea Bass and it was very curious.  It came and left us 3 times over about a 17 minute time frame (from the first picture to the last). All these pictures and videos are of the same fish.  Floor depth was 51 feet but average depth of sighting was 30-40 feet.. . I have a 33 second video (probably the best one I took that day of this fish) that is too big to upload here.  Here is a link to the video and also a link where I uploaded to YouTube.  . . https://drive.google.com/open?id=1FVB7KQ0WYBG6mDwNt0r2txiCQi2BX4U6. . https://youtu.be/OAlkPD9flvM. . . Additionally, the videos I shared here I also uploaded to Youtube and are shot in 4K resolution, so you may get better quality there.  I am NOT trying to boost my Youtube views, just trying to help.  I hope you can use them. . .  https://www.youtube.com/channel/UC-tZTKg7fx-UWoC06R1WRcg/videos",GSB136,Catalina Island,2019-11-21,true,true
2019,11,4,,Hermosa Artificial Reef,33.853667,-118.413333,Left and right side submitted. I saw six at one time. I photographed nineteen overall. Sizes ranged from 36 inches to 72 inches. I followed three over the sand where they were being cleaned by small Calico bass. Others rubbed the top of their heads against a Corynactic covered piling.,GSB260,Hermosa Artificial Reef,2020-01-10,true,true
2019,11,4,,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides submitted. . I saw six at one time. I photographed nineteen overall. Sizes ranged from 36 inches to 72 inches. I followed three over the sand where they were being cleaned by small Calico bass. Others rubbed the top of their heads against a Corynactic covered piling.,HERART006,Hermosa Artificial Reef,2020-01-10,true,true
2019,11,4,,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides submitted. . I saw six at one time. I photographed nineteen overall. Sizes ranged from 36 inches to 72 inches. I followed three over the sand where they were being cleaned by small Calico bass. Others rubbed the top of their heads against a Corynactic covered piling.,GSB288,Hermosa Artificial Reef,2020-01-10,false,true
2019,11,4,,Hermosa Artificial Reef,33.853667,-118.413333,"Left and right sides submitted, in image with two fish this encounter for the one on the left. . I saw six at one time. I photographed nineteen overall. Sizes ranged from 36 inches to 72 inches. I followed three over the sand where they were being cleaned by small Calico bass. Others rubbed the top of their heads against a Corynactic covered piling.",GSB278,Hermosa Artificial Reef,2020-01-10,true,true
2019,11,4,,Hermosa Artificial Reef,33.853667,-118.413333,I saw six at one time. I photographed nineteen overall. Sizes ranged from 36 inches to 72 inches. I followed three over the sand where they were being cleaned by small Calico bass. Others rubbed the top of their heads against a Corynactic covered piling.,GSB337,Hermosa Artificial Reef,2020-02-06,true,false
2019,11,4,,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides submitted.. I saw six at one time. I photographed nineteen overall. Sizes ranged from 36 inches to 72 inches. I followed three over the sand where they were being cleaned by small Calico bass. Others rubbed the top of their heads against a Corynactic covered piling.,GSB332,Hermosa Artificial Reef,2020-01-10,true,true
2019,11,4,,Hermosa Artificial Reef,33.853667,-118.413333,Right and left sides submitted. I saw six at one time. I photographed nineteen overall. Sizes ranged from 36 inches to 72 inches. I followed three over the sand where they were being cleaned by small Calico bass. Others rubbed the top of their heads against a Corynactic covered piling.,HERART028,Hermosa Artificial Reef,2020-01-10,true,true
2019,10,29,1:55,"Catalina Island, CA",33.349055,-118.324805,,GSB584,Catalina Island- Casino Point,2022-11-06T03:33:22.044,true,false
2019,10,21,9:30,Redondo Beach- Veteran's Park,33.837588,-118.396620,,GSB330,Redondo Beach,2019-10-22,true,false
2019,10,20,11:0,Catalina Island Casino Dive Park,33.349055,-118.324805,Curious about what it is doing.,GSB043,Catalina Island- Casino Point,2019-11-03,true,false
2019,10,20,11:0,Catalina Island Casino Dive Park,33.349055,-118.324805,,GSB508,Catalina Island- Casino Point,2020-12-30T17:51:55.710,true,false
2019,10,20,11:0,Catalina Island Casino Dive Park,33.3879,-118.4163 ,,GSB201,Catalina Island,2019-11-03,true,false
2019,10,20,11:0,Catalina Island Casino Dive Park,33.3879,-118.4163 ,,GSB190,Catalina Island,2019-11-03,true,false
2019,10,20,11:0,Catalina Island Casino Dive Park,33.349055,-118.324805,,GSB201,Catalina Island- Casino Point,2019-11-03,true,false
2019,10,20,11:0,Catalina Island Casino Dive Park,33.349055,-118.324805,,GSB232,Catalina Island- Casino Point,2019-11-03,true,false
2019,10,20,11:0,Catalina Island Casino Dive Park,33.349055,-118.324805,,GSB232,Catalina Island- Casino Point,2019-11-03,true,false
2019,10,20,11:0,Catalina Island Casino Dive Park,33.349055,-118.324805,,GSB269,Catalina Island- Casino Point,2019-11-03,true,false
2019,10,20,11:0,Catalina Island Casino Dive Park,33.349055,-118.324805,,GSB594,Catalina Island- Casino Point,2020-12-30T17:52:38.844,true,false
2019,10,19,12:15,Catalina Island- Casino Point,33.349055,-118.324805,2,GSB351,Catalina Island- Casino Point,2019-10-30,true,true
2019,10,17,7:0,"Near Redondo Pier, Veteran's Park, Redondo Beach, California",33.838183,-118.396620,"This YOY of GSB is the same individual as the YOY of GSB filmed by Vladimir Dontson on 21 October 2019 when it was located &quot;at 65 feet between the big stairs and the little stairs below the library&quot; at Veteran's Park. Note that Khrystyna's still photos from four days before Vladimir shot his video show scrapes from what was certainly a failed predation attempt that were visibly healed by the time Vladimir shot his video. Michael Couffer was not present during either sighting, but collected sighting reports and images from both observers.",GSB330,Redondo Beach,2019-10-29,true,true
2019,10,14,8:58,Hermosa Artificial Reef,33.853667,-118.413333,7 GSB sighted at one time.. Both left and right sides of this encounter were submitted.,GSB256,Hermosa Artificial Reef,2019-10-19,true,true
2019,10,14,10:56,Hermosa Artificial Reef,33.853667,-118.413333,"Over the course of ~15 minutes, Phil took more than a dozen photos of this fish, getting both sides.  I selected the best shots to send, but don't think you can get anything from the left side.",GSB313,Hermosa Artificial Reef,2019-10-19,true,true
2019,10,14,8:33,Hermosa Artificial Reef,33.853667,-118.413333,7,GSB254,Hermosa Artificial Reef,2019-10-19,true,false
2019,10,14,10:29,Hermosa Artificial Reef,33.853667,-118.413333,I submitted 2 shots of the same fish in sequence so you can pick the best angle for analysis.,GSB271,Hermosa Artificial Reef,2019-10-19,true,false
2019,10,14,11:3,Hermosa Artificial Reef,33.853667,-118.413333,7,GSB350,Hermosa Artificial Reef,2019-10-19,true,false
2019,10,13,12:0,"Avalon casino point, Catalina",33.349055,-118.324805,5 giant seabass where spotted this day,GSB558,Catalina Island- Casino Point,2022-06-22T04:12:29.095,true,false
2019,10,12,,San Clemente Island,32.897589,-118.496071,The 2 videos are of the same GSB.  The 1st one shows the left side including a gouge in the gill.  The 2nd video shows the right side.  It was very curious and kept swimming by all the divers.,GSB547,San Clemente Island,2022-05-20T03:20:17.283,true,true
2019,10,12,11:10,Southeast Kelp at Santa Barbara Island,33.467778,-119.0263639,This single GSB was the subject of the photos on 2 separate dives on the morning of 10/12/2019. I first observed it at 8:52 am for 17 minutes. On the 2nd dive I photographed it between 10:58 am and 11:22 am. No other GSBs were seen in the area by any of our divers to my knowledge. The subject fish was circulating among many of our 25 divers over a large area and cooperated for many photos. Visibility was between 25-40' and darkish during both dives.,GSB267,Santa Barbara Island,2019-10-23,false,true
2019,10,8,9:27,Hermosa Artificial Reef,33.853667,-118.413333,Both sides of this fish were submitted.,GSB346,Hermosa Artificial Reef,2019-10-16,false,true
2019,10,8,8:55,Hermosa Artificial Reef,33.853667,-118.413333,4 seen at once,GSB254,Hermosa Artificial Reef,2020-01-10,true,false
2019,10,8,8:49,Hermosa Artificial Reef,33.853667,-118.413333,,GSB260,Hermosa Artificial Reef,2020-02-06,true,true
2019,10,8,9:35,Hermosa Artificial Reef,33.853667,-118.413333,"Both left and right sides were submitted.. You have already assigned this fish a number, Wildbook GSB 259.  Thought you might want to know that it's still hanging out in the same spot.",GSB259,Hermosa Artificial Reef,2019-10-16,true,true
2019,10,8,9:0,Hermosa Artificial Reef,33.853667,-118.413333,Both left and right sides of the fish were submitted.,GSB256,Hermosa Artificial Reef,2019-10-16,true,true
2019,10,8,8:57,Hermosa Artificial Reef,33.853667,-118.413333,Both left and right sides of the fish were submitted.,GSB291,Hermosa Artificial Reef,2019-10-16,true,true
2019,10,8,9:22,Hermosa Artificial Reef,33.853667,-118.413333,,GSB274,Hermosa Artificial Reef,2019-11-29,true,false
2019,10,6,,Hermosa Artificial Reef,33.853667,-118.413333,"Left and right sides submitted. Really poor visibility today, so the fish weren't cooperative. I saw six or seven fish but could only photograph three.",GSB288,Hermosa Artificial Reef,2020-01-10,true,true
2019,9,26,8:40,Hermosa Artificial Reef,33.853667,-118.413333,"Both the left and right sides of the fish were submitted.  L or R is designated in the file name.  Phil said that after he shot one side of the fish, it turned to swim away and the other side had no spots!",GSB312,Hermosa Artificial Reef,2019-09-29,true,false
2019,9,26,8:41,Hermosa Artificial Reef,33.853667,-118.413333,"This is Herb, HERART023, which we also encountered (at Spongehenge) on 9-13-2019.  Since you're interested in what fish take part in this seasonal aggregation, I thought you would like to know that Herb reappeared at the same courting spot 2 weeks later.",HERART023,Hermosa Artificial Reef,2019-09-29,true,true
2019,9,26,8:43,Hermosa Artificial Reef,33.853667,-118.413333,6 observed,GSB274,Hermosa Artificial Reef,2020-01-10,true,false
2019,9,26,8:43,Hermosa Artificial Reef,33.853667,-118.413333,6 observed,GSB317,Hermosa Artificial Reef,2020-01-10,true,false
2019,9,26,8:43,Hermosa Artificial Reef,33.853667,-118.413333,5 observed,GSB318,Hermosa Artificial Reef,2020-01-10,true,false
2019,9,26,8:37,Hermosa Artificial Reef,33.853667,-118.413333,We got both sides of this fish several times.  I attached 2 photos of the right side so you can choose the best angle.,GSB322,Hermosa Artificial Reef,2019-09-29,true,true
2019,9,26,8:43,Hermosa Artificial Reef,33.853667,-118.413333,6 observed,GSB347,Hermosa Artificial Reef,2020-01-10,true,false
2019,9,26,8:43,Hermosa Artificial Reef,33.853667,-118.413333,5 observed,GSB348,Hermosa Artificial Reef,2020-01-10,true,false
2019,9,26,,Hermosa Artificial Reef,33.853667,-118.413333,"Sorry, I accidentally uploaded an additional shot of the same fish, GSB 156.  . Here, both the left and right sides of the fish were submitted.  L or R is designated in the file name.",GSB259,Hermosa Artificial Reef,2019-09-29,true,true
2019,9,26,8:43,Hermosa Artificial Reef,33.853667,-118.413333,"We have submitted this fish before.  We discovered that our GSB 164 is the same fish as our GSB 148.  And it turns out that GSB 149 is the left side of 148.  We sorted this out quite some time ago, but I forgot to let you know.5 fish observed at once on this dive.",GSB288,Hermosa Artificial Reef,2020-01-24,true,true
2019,9,26,8:55,Hermosa Artificial Reef,33.853667,-118.413333,"We had multiple encounters with this huge fish, which has a deep cleft in the soft dorsal fin.  Both the left and right sides of the fish were submitted.  L or R is designated in the file name. . Yellow material on the left side apparently came from the huge gray moon sponge that characterizes this site.  Phil found a big chunk of the sponge on the sand and a bright yellow patch where it had been broken off the main sponge.  What happened to the sponge was a mystery until we saw the fish.",GSB292,Hermosa Artificial Reef,2019-09-29,true,true
2019,9,26,8:50,Hermosa Artificial Reef,33.853667,-118.413333,Both the left and right sides of the fish were submitted.  L or R is designated in the file name.,GSB291,Hermosa Artificial Reef,2019-09-29,false,true
2019,9,26,8:43,Hermosa Artificial Reef,33.853667,-118.413333,6 observed,GSB283,Hermosa Artificial Reef,2020-01-10,true,false
2019,9,26,9:1,Hermosa Artificial Reef,33.853667,-118.413333,Both the left and right sides of the fish were submitted.  L or R is designated in the file name.  Maximum number of fish seen at one time was 6.,GSB255,Hermosa Artificial Reef,2019-09-29,true,true
2019,9,25,8:3,Hermosa Artificial Reef,33.853667,-118.413333,"Both of the images are from the same individual.  The right side of the fish may be at too much of an angle for the program to read, but I included it because it's so hard to get both sides.",GSB321,Hermosa Artificial Reef,2019-09-26,true,true
2019,9,25,8:13,Hermosa Artificial Reef,33.853667,-118.413333,"Both sides of the fish are shown in these 2 images.  I even got a shot of it in the turn, but didn't include it here.",GSB298,Hermosa Artificial Reef,2019-09-26,true,true
2019,9,25,8:6,Hermosa Artificial Reef,33.853667,-118.413333,,GSB259,Hermosa Artificial Reef,2019-09-26,true,false
2019,9,25,8:13,Hermosa Artificial Reef,33.853667,-118.413333,,GSB306,Hermosa Artificial Reef,2019-09-26,true,false
2019,9,22,,Santa Barbara Island,33.46684058269548,-119.0284075,,GSB264,Santa Barbara Island,2019-09-24,false,false
2019,9,14,,Anacapa Island- The Wheel,34.0176861,-119.3632557,Possible Courting Behavior... smaller one following closely and rubbing the larger one.,GSB359,Anacapa Island- Northeast Side,2020-07-21T02:59:09.173,true,false
2019,9,14,13:35,Anacapa Island - The Wheel,34.01721514303598,-119.3656421,Possible Courting Behavior... smaller one following closely and rubbing the larger one.,GSB367,Anacapa Island,2020-04-17,true,false
2019,9,13,8:3,Hermosa Artificial Reef,33.853667,-118.413333,Two images were uploaded.  Both sides are from the same individual; left and right sides are indicated in the file names.,HERART023,Hermosa Artificial Reef,2019-09-20,true,true
2019,9,13,7:53,Hermosa Artificial Reef,33.853667,-118.413333,4 - 5 (poor vis),GSB286,Hermosa Artificial Reef,2019-09-26,true,false
2019,9,13,8:25,Hermosa Artificial Reef,33.853667,-118.413333,4 - 5 (poor vis),GSB331,Hermosa Artificial Reef,2019-09-22,true,false
